Symbol	Name	MarketCap	Sector	Industry
SALM	"Salem Media Group, Inc."	155750900.9	Consumer Services	Broadcasting
SAMG	Silvercrest Asset Management Group Inc.	219803959.4	Finance	Investment Managers
SANM	Sanmina Corporation	2085512170	Technology	Electrical Products
SANW	S&W Seed Company	0	Consumer Non-Durables	Farming/Seeds/Milling
SASR	"Sandy Spring Bancorp, Inc."	1508595000	Finance	Major Banks
SATS	EchoStar Corporation	4448853241	Technology	Radio And Television Broadcasting And Communications Equipment
SAUC	"Diversified Restaurant Holdings, Inc."	32576090.69	Consumer Services	Restaurants
SAVE	"Spirit Airlines, Inc."	2570320044	Transportation	Air Freight/Delivery Services
SBAC	SBA Communications Corporation	19058669273	Consumer Services	Real Estate Investment Trusts
SBBP	Strongbridge Biopharma plc	257270857.3	Health Care	Major Pharmaceuticals
SBBX	SB One Bancorp	237098209.4	Finance	Major Banks
SBCF	Seacoast Banking Corporation of Florida	1515437989	Finance	Major Banks
SBFG	"SB Financial Group, Inc."	131338989	Finance	Major Banks
SBFGP	"SB Financial Group, Inc."	0	Finance	Major Banks
SBGI	"Sinclair Broadcast Group, Inc."	3378740962	Consumer Services	Broadcasting
SBLK	Star Bulk Carriers Corp.	853969653.2	Transportation	Marine Transportation
SBLKZ	Star Bulk Carriers Corp.	0	Transportation	Marine Transportation
SBNY	Signature Bank	7113482397	Finance	Major Banks
SBNYW	Signature Bank	0	Finance	Major Banks
SBOT	"Stellar Biotechnologies, Inc."	9593640.162	Health Care	Major Pharmaceuticals
SBPH	"Spring Bank Pharmaceuticals, Inc."	158023056	Health Care	Major Pharmaceuticals
SBRA	"Sabra Health Care REIT, Inc."	4039878504	Consumer Services	Real Estate Investment Trusts
SBSI	"Southside Bancshares, Inc."	1204405515	Finance	Major Banks
SBT	"Sterling Bancorp, Inc."	731440889.4	Finance	Savings Institutions
SBUX	Starbucks Corporation	67592400000	Consumer Services	Restaurants
SCAC	Saban Capital Acquisition Corp.	315559148	Finance	Business Services
SCACU	Saban Capital Acquisition Corp.	0	Finance	Business Services
SCACW	Saban Capital Acquisition Corp.	0	Finance	Business Services
SCHL	Scholastic Corporation	1623487445	Consumer Services	Books
SCHN	"Schnitzer Steel Industries, Inc."	979601493.5	Consumer Durables	Industrial Specialties
SCKT	"Socket Mobile, Inc."	14363523.94	Technology	Computer Manufacturing
SCON	Superconductor Technologies Inc.	11399513.15	Technology	Radio And Television Broadcasting And Communications Equipment
SCOR	"comScore, Inc."	1246260916	Miscellaneous	Business Services
SCPH	scPharmaceuticals Inc.	106432997.2	Health Care	Major Pharmaceuticals
SCSC	"ScanSource, Inc."	1047180034	Technology	Retail: Computer Software & Peripheral Equipment
SCVL	"Shoe Carnival, Inc."	534224288.2	Consumer Services	Clothing/Shoe/Accessory Stores
SCWX	SecureWorks Corp.	978813440.8	Technology	Computer Software: Prepackaged Software
SCYX	"SCYNEXIS, Inc."	82912890.57	Health Care	Major Pharmaceuticals
SCZ	iShares MSCI EAFE Small-Cap ETF	10957008000	n/a	n/a
SDVY	First Trust SMID Cap Rising Dividend Achievers ETF	4217702.177	n/a	n/a
SEAC	"SeaChange International, Inc."	118263761.8	Technology	Radio And Television Broadcasting And Communications Equipment
SECO	Secoo Holding Limited	76245000	Consumer Services	Other Specialty Stores
SEDG	"SolarEdge Technologies, Inc."	2414827167	Technology	Semiconductors
SEED	Origin Agritech Limited	19141363.32	Consumer Non-Durables	Farming/Seeds/Milling
SEIC	SEI Investments Company	9986185421	Finance	Investment Bankers/Brokers/Service
SEII	Sharing Economy International Inc.	18534913.25	Technology	Industrial Machinery/Components
SELB	"Selecta Biosciences, Inc."	283395971.2	Health Care	Major Pharmaceuticals
SELF	"Global Self Storage, Inc."	32001315.84	Consumer Services	Real Estate Investment Trusts
SENEA	Seneca Foods Corp.	286974700.4	Consumer Non-Durables	Packaged Foods
SENEB	Seneca Foods Corp.	272845216	Consumer Non-Durables	Packaged Foods
SES	"Synthesis Energy Systems, Inc."	34758081.88	Basic Industries	Major Chemicals
SESN	"Sesen Bio, Inc."	143454518.3	Health Care	Major Pharmaceuticals
SFBC	"Sound Financial Bancorp, Inc."	98436117	Finance	Savings Institutions
SFBS	"ServisFirst Bancshares, Inc."	2299678003	Finance	Major Banks
SFIX	"Stitch Fix, Inc."	3171902237	Consumer Services	Catalog/Specialty Distribution
SFLY	"Shutterfly, Inc."	2991408344	Miscellaneous	Other Consumer Services
SFM	"Sprouts Farmers Market, Inc."	3015333617	Consumer Services	Food Chains
SFNC	Simmons First National Corporation	2804190331	Finance	Major Banks
SFST	"Southern First Bancshares, Inc."	345464308.8	Finance	Major Banks
SGBX	"SG Blocks, Inc."	22322614.84	Consumer Services	RETAIL: Building Materials
SGC	"Superior Group of Companies, Inc."	316707230.1	Consumer Non-Durables	Apparel
SGEN	"Seattle Genetics, Inc."	11023495899	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
SGH	"SMART Global Holdings, Inc."	696663599.8	Technology	Semiconductors
SGLB	"Sigma Labs, Inc."	5525768.81	Consumer Durables	Miscellaneous manufacturing industries
SGLBW	"Sigma Labs, Inc."	0	Consumer Durables	Miscellaneous manufacturing industries
SGMA	"SigmaTron International, Inc."	31572282.42	Technology	Electrical Products
SGMO	"Sangamo Therapeutics, Inc."	1618838966	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
SGMS	Scientific Games Corp	4418955892	Technology	EDP Services
SGOC	"SGOCO Group, Ltd"	28399210.69	Technology	Radio And Television Broadcasting And Communications Equipment
SGRP	"SPAR Group, Inc."	25396675.92	Miscellaneous	Business Services
SGRY	"Surgery Partners, Inc."	753256396.2	Health Care	Hospital/Nursing Management
SGYP	"Synergy Pharmaceuticals, Inc."	476208941.1	Health Care	Major Pharmaceuticals
SHBI	Shore Bancshares Inc	250099710.8	Finance	Major Banks
SHEN	Shenandoah Telecommunications Co	1709101365	Public Utilities	Telecommunications Equipment
SHIP	Seanergy Maritime Holdings Corp	36120886.23	Transportation	Marine Transportation
SHIPW	Seanergy Maritime Holdings Corp	0	Transportation	Marine Transportation
SHLD	Sears Holdings Corporation	245868062.9	Consumer Services	Department/Specialty Retail Stores
SHLDW	Sears Holdings Corporation	0	Consumer Services	Department/Specialty Retail Stores
SHLM	"A. Schulman, Inc."	1310206349	Basic Industries	Major Chemicals
SHLO	"Shiloh Industries, Inc."	203431283.7	Capital Goods	Industrial Specialties
SHOO	"Steven Madden, Ltd."	3142476604	Consumer Non-Durables	Shoe Manufacturing
SHOS	"Sears Hometown and Outlet Stores, Inc."	47674477.2	Consumer Services	Department/Specialty Retail Stores
SHPG	Shire plc	11641301519	Health Care	Major Pharmaceuticals
SHSP	"SharpSpring, Inc."	74669181.6	Technology	Computer Software: Prepackaged Software
SHV	iShares Short Treasury Bond ETF	14992488000	n/a	n/a
SHY	iShares 1-3 Year Treasury Bond ETF	13298219000	n/a	n/a
SIEB	Siebert Financial Corp.	345711003.2	Finance	Investment Bankers/Brokers/Service
SIEN	"Sientra, Inc."	566214772	Health Care	Industrial Specialties
SIFI	"SI Financial Group, Inc."	185553170.1	Finance	Savings Institutions
SIFY	Sify Technologies Limited	49987347.3	Technology	"Computer Software: Programming, Data Processing"
SIGA	SIGA Technologies Inc.	503561475.7	Health Care	Major Pharmaceuticals
SIGI	"Selective Insurance Group, Inc."	3319234033	Finance	Property-Casualty Insurers
SIGM	"Sigma Designs, Inc."	244937843.5	Technology	Semiconductors
SILC	Silicom Ltd	294431709	Technology	Computer Communications Equipment
SIMO	Silicon Motion Technology Corporation	1838875704	Technology	Semiconductors
SINA	Sina Corporation	6024960452	Technology	Computer Software: Prepackaged Software
SINO	"Sino-Global Shipping America, Ltd."	15407627.87	Transportation	Oil Refining/Marketing
SIR	Select Income REIT	2069898010	Consumer Services	Real Estate Investment Trusts
SIRI	Sirius XM Holdings Inc.	31351208721	Consumer Services	Broadcasting
SITO	"SITO Mobile, Ltd."	61041308.4	Miscellaneous	Business Services
SIVB	SVB Financial Group	15649554856	Finance	Major Banks
SKIS	"Peak Resorts, Inc."	72708480	Consumer Services	Hotels/Resorts
SKOR	FlexShares Credit-Scored US Corporate Bond Index Fund	58650048.88	n/a	n/a
SKYS	"Sky Solar Holdings, Ltd."	14841147.56	Public Utilities	Electric Utilities: Central
SKYW	"SkyWest, Inc."	2797460138	Transportation	Air Freight/Delivery Services
SKYY	First Trust Cloud Computing ETF	1697814109	n/a	n/a
SLAB	"Silicon Laboratories, Inc."	4502515836	Technology	Semiconductors
SLCT	"Select Bancorp, Inc."	195361948.8	Finance	Major Banks
SLDB	Solid Biosciences Inc.	1498622387	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
SLGL	Sol-Gel Technologies Ltd.	132649776	Health Care	Major Pharmaceuticals
SLGN	Silgan Holdings Inc.	3001669453	Consumer Durables	Containers/Packaging
SLIM	The Obesity ETF	3781587.816	n/a	n/a
SLM	SLM Corporation	5057270321	Finance	Finance: Consumer Services
SLMBP	SLM Corporation	281240000	Finance	Finance: Consumer Services
SLNO	"Soleno Therapeutics, Inc."	57229445.63	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus
SLNOW	"Soleno Therapeutics, Inc."	0	Health Care	Biotechnology: Electromedical & Electrotherapeutic Apparatus
SLP	"Simulations Plus, Inc."	379439706.6	Technology	EDP Services
SLQD	iShares 0-5 Year Investment Grade Corporate Bond ETF	1236522000	n/a	n/a
SLRC	Solar Capital Ltd.	878602572.5	n/a	n/a
SLS	"SELLAS Life Sciences Group, Inc. "	23093387.85	Health Care	Major Pharmaceuticals
SLVO	Credit Suisse AG	6298500	Finance	Investment Bankers/Brokers/Service
SMBC	"Southern Missouri Bancorp, Inc."	359053667.4	Finance	Banks
SMBK	"SmartFinancial, Inc."	342642549.6	Finance	Major Banks
SMCI	"Super Micro Computer, Inc."	1175935757	Technology	Computer Manufacturing
SMCP	AlphaMark Actively Managed Small Cap ETF	29410031.58	n/a	n/a
SMED	Sharps Compliance Corp.	60468398.96	Basic Industries	Environmental Services
SMIT	"Schmitt Industries, Inc."	9666798.9	Capital Goods	Industrial Machinery/Components
SMMF	"Summit Financial Group, Inc."	339129953.6	Finance	Major Banks
SMMT	Summit Therapeutics plc	15479472.96	Health Care	Major Pharmaceuticals
SMPL	The Simply Good Foods Company	1069325981	Consumer Non-Durables	Packaged Foods
SMPLW	The Simply Good Foods Company	0	Consumer Non-Durables	Packaged Foods
SMRT	"Stein Mart, Inc."	100529856	Consumer Services	Clothing/Shoe/Accessory Stores
SMSI	"Smith Micro Software, Inc."	61625375	Technology	Computer Software: Prepackaged Software
SMTC	Semtech Corporation	3246363508	Technology	Semiconductors
SMTX	SMTC Corporation	47757687.6	Technology	Electrical Products
SNBR	Sleep Number Corporation	1146341290	Consumer Durables	Home Furnishings
SND	"Smart Sand, Inc."	225930606.7	Basic Industries	Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SNDE	Sundance Energy Australia Limited	7158600.5	Energy	Oil & Gas Production
SNDX	"Syndax Pharmaceuticals, Inc."	181093470	Health Care	Major Pharmaceuticals
SNES	"SenesTech, Inc."	27452598.6	Basic Industries	Agricultural Chemicals
SNFCA	Security National Financial Corporation	89124007.55	Finance	Finance: Consumer Services
SNGX	"Soligenix, Inc."	17343680.55	Health Care	Major Pharmaceuticals
SNGXW	"Soligenix, Inc."	0	Health Care	Major Pharmaceuticals
SNH	Senior Housing Properties Trust	4453163356	Consumer Services	Real Estate Investment Trusts
SNHNI	Senior Housing Properties Trust	0	Consumer Services	Real Estate Investment Trusts
SNHNL	Senior Housing Properties Trust	0	Consumer Services	Real Estate Investment Trusts
SNHY	Sun Hydraulics Corporation	1597745698	Capital Goods	Metal Fabrications
SNLN	Highland/iBoxx Senior Loan ETF	473404840.6	n/a	n/a
SNMX	"Senomyx, Inc."	57482089.63	Health Care	Biotechnology: Commercial Physical & Biological Resarch
SNNA	"Sienna Biopharmaceuticals, Inc."	366548814.3	Health Care	Major Pharmaceuticals
SNOA	"Sonoma Pharmaceuticals, Inc."	16117309.89	Health Care	Major Pharmaceuticals
SNOAW	"Sonoma Pharmaceuticals, Inc."	0	Health Care	Major Pharmaceuticals
SNPS	"Synopsys, Inc."	13139781515	Technology	Computer Software: Prepackaged Software
SNSR	Global X Internet of Things ETF	0	n/a	n/a
SNSS	"Sunesis Pharmaceuticals, Inc."	73561560.89	Health Care	Major Pharmaceuticals
SOCL	Global X Social Media ETF	152180500	n/a	n/a
SODA	SodaStream International Ltd.	1975406958	Consumer Durables	Consumer Electronics/Appliances
SOFO	"Sonic Foundry, Inc."	10608223.04	Technology	Radio And Television Broadcasting And Communications Equipment
SOHO	Sotherly Hotels Inc.	100824518.3	Consumer Services	Real Estate Investment Trusts
SOHOB	Sotherly Hotels Inc.	0	Consumer Services	Real Estate Investment Trusts
SOHOK	Sotherly Hotels LP	0	Consumer Services	Real Estate Investment Trusts
SOHOO	Sotherly Hotels Inc.	0	Consumer Services	Real Estate Investment Trusts
SOHU	Sohu.com Limited 	1379600135	Technology	EDP Services
SONA	"Southern National Bancorp of Virginia, Inc."	429682379.6	Finance	Major Banks
SONC	Sonic Corp.	1301611740	Consumer Services	Restaurants
SORL	"SORL Auto Parts, Inc."	93242768.43	Capital Goods	Auto Parts:O.E.M.
SOXX	iShares PHLX SOX Semiconductor Sector Index Fund	1638029000	n/a	n/a
SP	SP Plus Corporation	860198742	Consumer Services	Rental/Leasing Companies
SPAR	"Spartan Motors, Inc."	541758540.6	Capital Goods	Auto Manufacturing
SPCB	"SuperCom, Ltd."	30066261.39	Technology	Semiconductors
SPEX	Spherix Incorporated	8602291.2	Miscellaneous	Multi-Sector Companies
SPHS	"Sophiris Bio, Inc."	88827901.35	Health Care	Major Pharmaceuticals
SPI	"SPI Energy Co., Ltd."	30300557.03	Technology	Semiconductors
SPKE	"Spark Energy, Inc."	347996073.8	Public Utilities	Power Generation
SPKEP	"Spark Energy, Inc."	0	Public Utilities	Power Generation
SPLK	Splunk Inc.	14700388122	Technology	Computer Software: Prepackaged Software
SPNE	SeaSpine Holdings Corporation	190134987.1	Health Care	Medical/Dental Instruments
SPNS	Sapiens International Corporation N.V.	505755198.8	Technology	Computer Software: Prepackaged Software
SPOK	"Spok Holdings, Inc."	312191396.4	Public Utilities	Telecommunications Equipment
SPPI	"Spectrum Pharmaceuticals, Inc."	2303779958	Health Care	Major Pharmaceuticals
SPRO	"Spero Therapeutics, Inc."	242840248.2	Health Care	Major Pharmaceuticals
SPRT	"support.com, Inc."	53020205.65	Technology	EDP Services
SPSC	"SPS Commerce, Inc."	1337264756	Technology	Computer Software: Prepackaged Software
SPTN	SpartanNash Company	951567342.9	Consumer Non-Durables	Food Distributors
SPWH	"Sportsman&#39;s Warehouse Holdings, Inc."	221022774.4	Consumer Services	Other Specialty Stores
SPWR	SunPower Corporation	1108589441	Technology	Semiconductors
SQBG	"Sequential Brands Group, Inc."	127785285.7	Consumer Non-Durables	Apparel
SQLV	Legg Mason Small-Cap Quality Value ETF	0	n/a	n/a
SQQQ	ProShares UltraPro Short QQQ	529772926.2	n/a	n/a
SRAX	"Social Reality, Inc."	50345439.55	Technology	Advertising
SRCE	1st Source Corporation	1432725991	Finance	Major Banks
SRCL	"Stericycle, Inc."	5644627655	Basic Industries	Environmental Services
SRCLP	"Stericycle, Inc."	0	Basic Industries	Environmental Services
SRDX	"Surmodics, Inc."	769624345.8	Health Care	Medical/Dental Instruments
SRET	Global X SuperDividend REIT ETF	3110000	n/a	n/a
SREV	"ServiceSource International, Inc."	361147398.5	Miscellaneous	Business Services
SRNE	"Sorrento Therapeutics, Inc."	785370780.4	Health Care	Biotechnology: Commercial Physical & Biological Resarch
SRPT	"Sarepta Therapeutics, Inc."	9130440639	Health Care	Major Pharmaceuticals
SRRA	"Sierra Oncology, Inc."	222191328.2	Health Care	Major Pharmaceuticals
SRRK	Scholar Rock Holding Corporation	369296499	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
SRTS	"Sensus Healthcare, Inc."	99317774.64	Health Care	Medical/Dental Instruments
SRTSW	"Sensus Healthcare, Inc."	0	Health Care	Medical/Dental Instruments
SSB	South State Corporation	3252039398	Finance	Major Banks
SSBI	Summit State Bank	95243657.5	n/a	n/a
SSC	"Seven Stars Cloud Group, Inc."	159295247.6	Consumer Services	Television Services
SSFN	Stewardship Financial Corp	97106718.66	Finance	Major Banks
SSKN	"Strata Skin Sciences, Inc."	51585000	Health Care	Medical/Dental Instruments
SSLJ	SSLJ.com Limited	168080000	Finance	Diversified Commercial Services
SSNC	"SS&C Technologies Holdings, Inc."	12902156113	Technology	Computer Software: Prepackaged Software
SSNT	"SilverSun Technologies, Inc."	18327995.13	Miscellaneous	Business Services
SSP	E.W. Scripps Company (The)	1138722356	Consumer Services	Broadcasting
SSRM	SSR Mining Inc.	1233501291	Basic Industries	Precious Metals
SSTI	"ShotSpotter, Inc."	421079212.3	Technology	Computer Software: Prepackaged Software
SSYS	"Stratasys, Ltd."	1106963100	Technology	Computer peripheral equipment
STAA	STAAR Surgical Company	1346420458	Health Care	Ophthalmic Goods
STAF	"Staffing 360 Solutions, Inc."	5830133.64	Technology	Professional Services
STAY	"Extended Stay America, Inc."	4146717301	Consumer Services	Hotels/Resorts
STBA	"S&T Bancorp, Inc."	1570480556	Finance	Major Banks
STBZ	State Bank Financial Corporation.	1300949102	Finance	Major Banks
STCN	"Steel Connect, Inc."	124515155	Miscellaneous	Business Services
STDY	SteadyMed Ltd.	124227461.3	Health Care	Major Pharmaceuticals
STFC	State Auto Financial Corporation	1302503610	Finance	Property-Casualty Insurers
STIM	"Neuronetics, Inc."	427011729	Health Care	Medical/Dental Instruments
STKL	"SunOpta, Inc."	773281510.7	Consumer Services	Farming/Seeds/Milling
STKS	"The ONE Group Hospitality, Inc."	65099190.38	Consumer Services	Restaurants
STLD	"Steel Dynamics, Inc."	10944961467	Basic Industries	Steel/Iron Ore
STLR	Stellar Acquisition III Inc.	58833451.09	Technology	EDP Services
STLRU	Stellar Acquisition III Inc.	0	Technology	EDP Services
STLRW	Stellar Acquisition III Inc.	0	Technology	EDP Services
STML	"Stemline Therapeutics, Inc."	523738989	Health Care	Major Pharmaceuticals
STMP	Stamps.com Inc.	4828685998	Miscellaneous	Business Services
STND	Standard AVB Financial Corp.	146818047.3	Finance	Major Banks
STNL	Sentinel Energy Services Inc.	99909141	Finance	Business Services
STNLU	Sentinel Energy Services Inc.	0	Finance	Business Services
STNLW	Sentinel Energy Services Inc.	0	Finance	Business Services
STPP	Barclays PLC	3985902	Finance	Commercial Banks
STRA	"Strayer Education, Inc."	1337999446	Consumer Services	Other Consumer Services
STRL	Sterling Construction Company Inc	363148853.8	Basic Industries	Military/Government/Technical
STRM	"Streamline Health Solutions, Inc."	29049946.7	Technology	EDP Services
STRS	Stratus Properties Inc.	258054160.5	Consumer Services	Homebuilding
STRT	Strattec Security Corporation	117046115.6	Capital Goods	Auto Parts:O.E.M.
STX	Seagate Technology PLC	16818972306	Technology	Electronic Components
STXB	"Spirit of Texas Bancshares, Inc."	200038328.8	Finance	Major Banks
SUMR	"Summer Infant, Inc."	25598774.69	Consumer Durables	Miscellaneous manufacturing industries
SUNS	Solar Senior Capital Ltd.	269800957.7	n/a	n/a
SUNW	"Sunworks, Inc."	27702587.52	Public Utilities	Telecommunications Equipment
SUPN	"Supernus Pharmaceuticals, Inc."	2714134818	Health Care	Major Pharmaceuticals
SURF	"Surface Oncology, Inc."	469430328.2	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
SUSB	iShares ESG 1-5 Year USD Corporate Bond ETF	33092550	n/a	n/a
SUSC	iShares ESG USD Corporate Bond ETF	15749435	n/a	n/a
SVA	"Sinovac Biotech, Ltd."	523640506.4	Health Care	Major Pharmaceuticals
SVBI	Severn Bancorp Inc	109756614.9	Finance	Major Banks
SVRA	"Savara, Inc."	374934108.5	Health Care	Major Pharmaceuticals
SVVC	"Firsthand Technology Value Fund, Inc."	108874996.9	n/a	n/a
SWIN	ALPS/Dorsey Wright Sector Momentum ETF	11011062.92	n/a	n/a
SWIR	"Sierra Wireless, Inc."	577481134.7	Technology	Radio And Television Broadcasting And Communications Equipment
SWKS	"Skyworks Solutions, Inc."	18231135405	Technology	Semiconductors
SYBT	"Stock Yards Bancorp, Inc."	886543983	Finance	Major Banks
SYBX	"Synlogic, Inc."	280467904.2	n/a	n/a
SYKE	"Sykes Enterprises, Incorporated"	1307949114	Technology	EDP Services
SYMC	Symantec Corporation	13226342429	Technology	Computer Software: Prepackaged Software
SYNA	Synaptics Incorporated	1760129680	Technology	Semiconductors
SYNC	"Synacor, Inc."	77593444	Technology	"Computer Software: Programming, Data Processing"
SYNH	"Syneos Health, Inc."	4964333554	Health Care	Biotechnology: Commercial Physical & Biological Resarch
SYNL	Synalloy Corporation	175586551.7	Basic Industries	Steel/Iron Ore
SYNT	"Syntel, Inc."	3004099672	Technology	EDP Services
SYPR	"Sypris Solutions, Inc."	34707851.2	Capital Goods	Industrial Machinery/Components
SYRS	"Syros Pharmaceuticals, Inc."	377908512	Health Care	Major Pharmaceuticals
TA	TravelCenters of America LLC	143995327.2	Consumer Durables	Automotive Aftermarket
TACO	"Del Taco Restaurants, Inc."	562947030.2	Consumer Services	Restaurants
TACOW	"Del Taco Restaurants, Inc."	0	Consumer Services	Restaurants
TACT	TransAct Technologies Incorporated	91049310.9	Technology	Computer peripheral equipment
TAIT	Taitron Components Incorporated	11902114.62	Consumer Non-Durables	Electronic Components
TANH	Tantech Holdings Ltd.	81230174.86	Basic Industries	Major Chemicals
TANNI	TravelCenters of America LLC	0	Consumer Durables	Automotive Aftermarket
TANNL	TravelCenters of America LLC	0	Consumer Durables	Automotive Aftermarket
TANNZ	TravelCenters of America LLC	0	Consumer Durables	Automotive Aftermarket
TAOP	Taoping Inc.	52580610.27	Technology	Computer Software: Prepackaged Software
TAPR	Barclays PLC	16558212	Finance	Commercial Banks
TAST	"Carrols Restaurant Group, Inc."	548083545	Consumer Services	Restaurants
TATT	TAT Technologies Ltd.	69331007.6	Capital Goods	Aerospace
TAX	"Liberty Tax, Inc."	110695755	Miscellaneous	Multi-Sector Companies
TAYD	"Taylor Devices, Inc."	35824113.45	Capital Goods	Industrial Machinery/Components
TBBK	"The Bancorp, Inc."	601361301.8	Finance	Major Banks
TBIO	"Translate Bio, Inc."	593304087.8	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
TBK	"Triumph Bancorp, Inc."	1102179792	Finance	Major Banks
TBNK	Territorial Bancorp Inc.	307881042.9	Finance	Savings Institutions
TBPH	"Theravance Biopharma, Inc."	1446496235	Health Care	Major Pharmaceuticals
TBRGU	"Thunder Bridge Acquisition, Ltd."	0	Finance	Business Services
TCBI	"Texas Capital Bancshares, Inc."	4547647651	Finance	Major Banks
TCBIL	"Texas Capital Bancshares, Inc."	0	Finance	Major Banks
TCBIP	"Texas Capital Bancshares, Inc."	152694600	Finance	Major Banks
TCBIW	"Texas Capital Bancshares, Inc."	0	Finance	Major Banks
TCBK	TriCo Bancshares	882269710.7	Finance	Major Banks
TCCO	Technical Communications Corporation	8782868.75	Technology	Radio And Television Broadcasting And Communications Equipment
TCDA	"Tricida, Inc."	1225778195	Health Care	Major Pharmaceuticals
TCFC	The Community Financial Corporation	205187479.9	Finance	Major Banks
TCGP	The Carlyle Group L.P.	0	Finance	Investment Managers
TCMD	"Tactile Systems Technology, Inc."	1013601529	Health Care	Medical/Dental Instruments
TCON	"TRACON Pharmaceuticals, Inc."	80274593.7	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
TCPC	TCP Capital Corp.	862975204.8	n/a	n/a
TCRD	"THL Credit, Inc."	265799654.7	n/a	n/a
TCX	Tucows Inc.	637115717.3	Technology	EDP Services
TDAC	Trident Acquisitions Corp.	0	Finance	Business Services
TDACU	Trident Acquisitions Corp.	0	Finance	Business Services
TDACW	Trident Acquisitions Corp.	0	Finance	Business Services
TDIV	First Trust NASDAQ Technology Dividend Index Fund	869663900	n/a	n/a
TEAM	Atlassian Corporation Plc	15264690233	Technology	Computer Software: Prepackaged Software
TECD	Tech Data Corporation	3184519559	Technology	Retail: Computer Software & Peripheral Equipment
TECH	Bio-Techne Corp	5651485035	Health Care	Biotechnology: Biological Products (No Diagnostic Substances)
TEDU	"Tarena International, Inc."	277545944.8	Consumer Services	Other Consumer Services
TELL	Tellurian Inc.	1967578846	Energy	Oil & Gas Production
TENX	"Tenax Therapeutics, Inc."	9347136.68	Health Care	Biotechnology: Commercial Physical & Biological Resarch
TERP	"TerraForm Power, Inc."	2479471003	Public Utilities	Electric Utilities: Central
TESS	TESSCO Technologies Incorporated	145781131.5	Consumer Non-Durables	Electronic Components
TFSL	TFS Financial Corporation	4497146673	Finance	Savings Institutions
TGA	TransGlobe Energy Corporation	212283784.9	Energy	Oil & Gas Production
TGEN	Tecogen Inc.	90839904.36	Capital Goods	Industrial Machinery/Components
TGLS	Tecnoglass Inc.	317865548.7	Consumer Durables	Electronic Components
TGTX	"TG Therapeutics, Inc."	1088241062	Health Care	Major Pharmaceuticals
THFF	First Financial Corporation Indiana	578438124	Finance	Major Banks
THRM	Gentherm Inc	1501175330	Capital Goods	Auto Parts:O.E.M.
THST	"Truett-Hurst, Inc."	7194222.4	Consumer Non-Durables	Beverages (Production/Distribution)
TIBR	Tiberius Acquisition Corporation	207215625	Finance	Business Services
TIBRU	Tiberius Acquisition Corporation	0	Finance	Business Services
TIBRW	Tiberius Acquisition Corporation	0	Finance	Business Services
TIG	TiGenix	45373552.58	Health Care	Major Pharmaceuticals
TILE	"Interface, Inc."	1424889060	Consumer Durables	Home Furnishings
TIPT	Tiptree Inc.	262341180.8	Finance	Property-Casualty Insurers
TISA	"Top Image Systems, Ltd."	18799273.66	Technology	Computer peripheral equipment
TITN	Titan Machinery Inc.	335831719.9	Consumer Services	Other Specialty Stores
TIVO	TiVo Corporation	1647704200	Miscellaneous	Multi-Sector Companies
TLF	"Tandy Leather Factory, Inc."	69528156.48	Consumer Non-Durables	Apparel
TLGT	"Teligent, Inc."	209235392.1	Health Care	Major Pharmaceuticals
TLND	Talend S.A.	1657411794	Technology	Computer Software: Prepackaged Software
TLT	iShares 20+ Year Treasury Bond ETF	7892825000	n/a	n/a
TMCX	Trinity Merger Corp.	337699800	Finance	Business Services
TMCXU	Trinity Merger Corp.	0	Finance	Business Services
TMCXW	Trinity Merger Corp.	0	Finance	Business Services
TMDI	Titan Medical Inc.	78239188.43	Health Care	Medical/Dental Instruments
TMSR	TMSR Holding Company Limited	85093672.95	Finance	Business Services
TMUS	"T-Mobile US, Inc."	51776150133	Public Utilities	Telecommunications Equipment
TNAV	"Telenav, Inc."	243857432.4	Capital Goods	Industrial Machinery/Components
TNDM	"Tandem Diabetes Care, Inc."	1154064173	Health Care	Medical/Dental Instruments
TNTR	"Tintri, Inc."	6790888.504	Technology	EDP Services
TNXP	Tonix Pharmaceuticals Holding Corp.	34245047.53	Health Care	Major Pharmaceuticals
TOCA	Tocagen Inc.	194350714.1	Health Care	Major Pharmaceuticals
TOPS	TOP Ships Inc.	17482825.51	Transportation	Marine Transportation
TORC	"resTORbio, Inc."	250453593	Health Care	Major Pharmaceuticals
TOUR	Tuniu Corporation	269931903	Consumer Services	Transportation Services
TOWN	Towne Bank	2374005344	n/a	n/a
TPIC	"TPI Composites, Inc."	1020865617	Energy	Industrial Machinery/Components
TPIV	TapImmune Inc.	129202262.6	Health Care	Major Pharmaceuticals
TQQQ	ProShares UltraPro QQQ	3695340000	n/a	n/a
TRCB	Two River Bancorp	162674213.1	Finance	Major Banks
TRCH	"Torchlight Energy Resources, Inc."	96310246.92	Energy	Oil & Gas Production
